"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
fu_lab_sodiumlvl,ctr_follow_up_form,,text,"If YES, what was the sodium level?  

si oui, quel était le taux de sodium?",,,number,,,,"[fu_lab_sodium] = '1'",,,,,,
fu_nolab_sodium,ctr_follow_up_form,,checkbox,"If NO, why wasn't the test performed?

Si prescrit et non réalisé, pourquoi?","cost, 1Too expensive /  Trop cher | system_fail, 2 Communication/ System Failure  /  Défaillances dans la communication/du système | no_equipment, 3 Equipment not available, specify:  /  Manque de materiel, précisez : | equip_broken, 4  Equipment broken, specify:  /  Matériel défectueux, précisez : | no_specialist, 5 Specialist unavailable  /  Spécialiste indisponible | pref, 6 Patient preference  /  Préférence du patient | other, 98 Other, specify:  /  Autre raison (précisez):",,,,,,"[fu_lab_sodium] = '0'",,,,,,
fu_nolab_sodium_equipna,ctr_follow_up_form,,text,"If equipment not available, please specify:

Si manque de matériel, veuillez précisez:",,,,,,,[fu_nolab_sodium(no_equipment)]='1',,,,,,
fu_nolab_sodium_equipbroken,ctr_follow_up_form,,text,"If equipment was broken, please specify:

Si matériel défectueux, veuillez précisez:",,,,,,,[fu_nolab_sodium(equip_broken)]='1',,,,,,
fu_nolab_sodium_other,ctr_follow_up_form,,text,"Other, specify:

Autre motif (précisez):",,,,,,,[fu_nolab_sodium(other)]='1',,,,,,
fu_lab_bicarb,ctr_follow_up_form,,radio,"If recommended, was this Bicarbonate (HCO3) test performed?

Si prescrit, un test de Bicarbonate (HCO3)  a-t-elle été réalisé?","1, Yes/ Oui | 0, No/ NoN | 99, Unknown/ Inconnu",,,,,,"[fu_lab_test(bicarb)] = '1'",,,,,,
fu_nolab_prothrombin,ctr_follow_up_form,,checkbox,"If NO, why wasn't the test performed?

Si prescrit et non réalisé, pourquoi?","cost, 1 Too expensive / Trop cher | system_fail, 2 Communication/ System Failure  /  Défaillances dans la communication/du système | no_equipment, 3 Equipment not available, specify: / Manque de materiel, précisez : | equip_broken, 4  Equipment broken, specify: / Matériel défectueux, précisez : | no_specialist, 5 Specialist unavailable  /  Spécialiste indisponible | pref, 6 Patient preference  /  Préférence du patient | other, 98 Other, specify:  /  Autre raison (précisez):",,,,,,"[fu_lab_prothrombin] = '0'",,,,,,
fu_lab_bicarblvl,ctr_follow_up_form,,text,"If YES, what was the Bicarbonate (HCO3) level?  

si oui, quel était le taux de Bicarbonate (HCO3)?",,,number,,,,"[fu_lab_bicarb] = '1'",,,,,,
fu_nolab_bicarb,ctr_follow_up_form,,checkbox,"If NO, why wasn't the test performed?

Si prescrit et non réalisé, pourquoi?","cost, 1 Too expensive / Trop cher | system_fail, 2 Communication/ System Failure  /  Défaillances dans la communication/du système | no_equipment, 3 Equipment not available, specify: / Manque de materiel, précisez : | equip_broken, 4  Equipment broken, specify: / Matériel défectueux, précisez : | no_specialist, 5 Specialist unavailable  /  Spécialiste indisponible | pref, 6 Patient preference  /  Préférence du patient | other, 98 Other, specify:  /  Autre raison (précisez):",,,,,,"[fu_lab_bicarb] = '0'",,,,,,
fu_nolab_bicarb_equipna,ctr_follow_up_form,,text,"If equipment not available, please specify:

Si manque de matériel, veuillez précisez:",,,,,,,[fu_nolab_bicarb(no_equipment)]='1',,,,,,
fu_nolab_bicarb_equipbroken,ctr_follow_up_form,,text,"If equipment was broken, please specify:

Si matériel défectueux, veuillez précisez:",,,,,,,[fu_nolab_bicarb(equip_broken)]='1',,,,,,
fu_nolab_bicarb_other,ctr_follow_up_form,,text,"Other, specify:

Autre motif (précisez):",,,,,,,[fu_nolab_bicarb(other)]='1',,,,,,
fu_lab_prothrombin,ctr_follow_up_form,,radio,"If recommended, was this Prothrombin Time/INR test performed?

Si prescrit, un Temps de prothrombine/INR a-t-il été réalisé?","1, Oui/ Yes | 0, Non/ No | 99, Inconnu/ Unknown",,,,,,"[fu_lab_test(prothrom)] = '1'",,,,,,
fu_lab_prothrombin_time,ctr_follow_up_form,,text,"If YES, what was the Prothrombin time/ INR result?  

si oui, quel était le taux de temps de prothrombine/INR""",,,number,,,,"[fu_lab_prothrombin] = '1'",,,,,,
fu_nolab_prothrombin_equipna,ctr_follow_up_form,,text,"If equipment not available, please specify:

Si manque de matériel, veuillez précisez:",,,,,,,[fu_nolab_prothrombin(no_equipment)]='1',,,,,,
fu_nolab_prothrombin_equipbroken,ctr_follow_up_form,,text,"If equipment was broken, please specify:

Si matériel défectueux, veuillez précisez:",,,,,,,[fu_nolab_prothrombin(equip_broken)]='1',,,,,,
fu_nolab_prothrombin_other,ctr_follow_up_form,,text,"Other, specify:

Autre motif (précisez):",,,,,,,[fu_nolab_prothrombin(other)]='1',,,,,,
fu_lab_blood_type,ctr_follow_up_form,,radio,"If recommended, was this Blood Type test performed?

Si prescrit, un Groupage Sanguin a-t-il été réalisé?","1, Yes/ Oui | 0, No/ NoN | 99, Unknown/ Inconnu",,,,,,"[fu_lab_test(blood_type)] = '1'",,,,,,
fu_lab_bloodtype,ctr_follow_up_form,,radio,"If YES, what was the Blood Type?

Si OUI, quel était le groupage sanguin?","A, A | B, B | AB, AB | O, O",,,,,,"[fu_lab_blood_type] = '1'",,,,,,
rhesus_type_2,ctr_follow_up_form,,radio,"Rhesus blood type

Groupe sanguin rhesus","0, Negative/Négatif | 1, Positive/Positif | 99, Unknown / /Inconnu",,,,,,"[fu_lab_bloodtype] = 'A' or [fu_lab_bloodtype] = 'B' or [fu_lab_bloodtype] = 'AB' or [fu_lab_bloodtype] = 'O'",,,,,,
fu_nolab_blood_type,ctr_follow_up_form,,checkbox,"If NO, why wasn't the test performed?

Si prescrit et non réalisé, pourquoi?","cost, 1 Too expensive  /  Trop cher | system_fail, 2  Communication/ System Failure  /  Défaillances dans la communication/du système | no_equipment, 3 Equipment not available, specify:  /  Manque de materiel, précisez : | equip_broken, 4 Equipment broken, specify:  /  Matériel défectueux, précisez : | no_specialist, 5  Specialist unavailable  /  Spécialiste indisponible | pref, 6  Patient preference  /  Préférence du patient | other, 98 Other, specify:  /  Autre raison (précisez):",,,,,,"[fu_lab_blood_type] = '0'",,,,,,
fu_nolab_blood_type_equipna,ctr_follow_up_form,,text,"If equipment not available, please specify:

Si manque de matériel, veuillez précisez:",,,,,,,[fu_nolab_blood_type(no_equipment)]='1',,,,,,
fu_nolab_blood_type_broken,ctr_follow_up_form,,text,"If equipment was broken, please specify:

Si matériel défectueux, veuillez précisez:",,,,,,,[fu_nolab_blood_type(equip_broken)]='1',,,,,,
fu_nolab_blood_type_other,ctr_follow_up_form,,text,"Other, specify:

Autre motif (précisez):",,,,,,,[fu_nolab_blood_type(other)]='1',,,,,,
fu_lab_hiv,ctr_follow_up_form,,radio,"If recommended, was this HIV test performed?

Si prescrit, un Test de VIH a-t-il été réalisé?","1, Yes/ Oui | 0, No/ Non | 99, Unknown/ Inconnu",,,,,,"[fu_lab_test(hiv)] = '1'",,,,,,
fu_lab_hiv_result,ctr_follow_up_form,,radio,"If YES, what was the result of the HIV Test?

Si OUI, quel était le résultat du test de VIH?","1, Positive / Positif | 0, Negative  / Négatif",,,,,,"[fu_lab_hiv] = '1'",,,,,,
fu_nolab_hiv,ctr_follow_up_form,,checkbox,"If NO, why wasn't the test performed?

Si prescrit et non réalisé, pourquoi?","cost, 1  Too expensive  /  Trop cher | system_fail, 2 Communication/ System Failure  /  Défaillances dans la communication/du système | no_equipment, 3 Equipment not available, specify:  /  Manque de materiel, précisez : | equip_broken, 4  Equipment broken, specify:  /  Matériel défectueux, précisez : | no_specialist, 5  Specialist unavailable  /  Spécialiste indisponible | pref, 6  Patient preference  /  Préférence du patient | other, 98 Other, specify:  /  Autre raison (précisez):",,,,,,"[fu_lab_hiv] = '0'",,,,,,
fu_nolab_hiv_equipna,ctr_follow_up_form,,text,"If equipment not available, please specify:

Si manque de matériel, veuillez précisez:",,,,,,,[fu_nolab_hiv(no_equipment)]='1',,,,,,
fu_nolab_hiv_eqipbroken,ctr_follow_up_form,,text,"If equipment was broken, please specify:

Si matériel défectueux, veuillez précisez:",,,,,,,[fu_nolab_hiv(equip_broken)]='1',,,,,,
fu_nolab_hiv_other,ctr_follow_up_form,,text,"Other, specify:

Autre motif (précisez):",,,,,,,[fu_nolab_hiv(other)]='1',,,,,,
fu_lab_blood_glucose,ctr_follow_up_form,,radio,"If recommended, was this Blood Glucose test performed?

Si prescrit, une Glycémie a-t-elle été réalisé?","1, Yes/ Oui | 0, No/ Non | 99, Unknown/ Inconnu",,,,,,"[fu_lab_test(blood_glucose)] = '1'",,,,,,
fu_lab_gluclvl,ctr_follow_up_form,,text,"If YES, what was the glucose level?   (CANNOT FIND THIS IN SHEET)
",,,number,,,,"[fu_lab_blood_glucose] = '1'",,,,,,
fu_lab_othergluclvl,ctr_follow_up_form,,notes,"
If more than one glucose was obtained during hospitalization, please write results of ADDITIONAL glucoses here according to date.

Si plus d'une glycémie a été obtenu pendant l'hospitalisation, veuillez écrire ici les résultats des glycémies ADDITIONNELLE selon leur date.

",,"DD: MM: YYYY - glucose",,,,,"[fu_lab_blood_glucose] = '1'",,,,,,
fu_nolab_blood_glucose,ctr_follow_up_form,,checkbox,"If NO, why wasn't the test performed?

Si prescrit et non réalisé, pourquoi?","cost, 1 Too expensive  /  Trop cher | system_fail, 2 Communication/ System Failure  /  Défaillances dans la communication/du système | no_equipment, 3 Equipment not available, specify:  /  Manque de materiel, précisez : | equip_broken, 4  Equipment broken, specify:  /  Matériel défectueux, précisez : | no_specialist, 5 Specialist unavailable  /  Spécialiste indisponible | pref, 6 Patient preference  /  Préférence du patient | other, 98 Other, specify:  /  Autre raison (précisez):",,,,,,"[fu_lab_blood_glucose] = '0'",,,,,,
fu_nolab_blood_glucose_equipna,ctr_follow_up_form,,text,"If equipment not available, please specify:

Si manque de matériel, veuillez précisez:",,,,,,,[fu_nolab_blood_glucose(no_equipment)]='1',,,,,,
fu_nolab_blood_glucose_broken,ctr_follow_up_form,,text,"If equipment was broken, please specify:

Si matériel défectueux, veuillez précisez:",,,,,,,[fu_nolab_blood_glucose(equip_broken)]='1',,,,,,
fu_nolab_blood_glucose_other,ctr_follow_up_form,,text,"Other, specify:

Autre motif (précisez):",,,,,,,[fu_nolab_blood_glucose(other)]='1',,,,,,
fu_lab_other_specify,ctr_follow_up_form,,text,"Other, specify:

Autre motif (précisez):",,,,,,,"[fu_lab_test(other)] = '1'",,,,,,
fu_lab_other,ctr_follow_up_form,,radio,"If recommended, was another test performed?

Si prescrit, un autre test a-t-il été réalisé?","1, Yes/ Oui | 0, No/ Non | 99, Unknown/ Inconnu",,,,,,"[fu_lab_test(other)] = '1'",,,,,,
fu_nolab_other,ctr_follow_up_form,,checkbox,"If NO, why wasn't the test performed?

Si prescrit et non réalisé, pourquoi?","cost, 1 Too expensive  /  Trop cher | system_fail, 2  Communication/ System Failure  /  Défaillances dans la communication/du système | no_equipment, 3 Equipment not available, specify:  /  Manque de materiel, précisez : | equip_broken, 4  Equipment broken, specify:  /  Matériel défectueux, précisez : | no_specialist, 5  Specialist unavailable  /  Spécialiste indisponible | pref, 6  Patient preference  /  Préférence du patient | other, 98 Other, specify:  /  Autre raison (précisez):",,,,,,"[fu_lab_other] = '0'",,,,,,
fu_nolab_other_equipna,ctr_follow_up_form,,text,"If equipment not available, please specify:

Si manque de matériel, veuillez précisez:",,,,,,,[fu_nolab_other(no_equipment)]='1',,,,,,
fu_nolab_other_broken,ctr_follow_up_form,,text,"If equipment was broken, please specify:

Si matériel défectueux, veuillez précisez:",,,,,,,[fu_nolab_other(equip_broken)]='1',,,,,,
fu_nolab_other_other,ctr_follow_up_form,,text,"Other, specify:

Autre motif (précisez):",,,,,,,[fu_nolab_other(other)]='1',,,,,,
fu_radiology,ctr_follow_up_form,"RADIOLOGY STUDIES
RADIOLOGIE
",checkbox,"List all radiology studies recommended by the treating physician.

Cocher tous les examens prescrits par le médecin traitant.","ultra, Ultrasound / Echographie | xray, X-Ray / Radiographie | ct, CT-Scan / CT Scan | mri, MRI / IRM",,,,,,,,,,,,
fu_radio_ultra,ctr_follow_up_form,,radio,"If recommended, was this Ultrasound test performed?

Si prescrit, cette Echographie a-t-elle été réalisé?","0, Not performed / Non Réalisé | 1, Performed, normal result / Réalisé, Résultat normale | 2, Performed, intermediate result /  Réalisé, Résultat intermédiare | 3, Performed, abnormal result (provide details) /  Réalisé, Résultat anormale | 99, Unknown/ Inconnu",,,,,,"[fu_radiology(ultra)] = '1'",,,,,,
fu_radio_ultra_abnormal,ctr_follow_up_form,,text,"Performed and result abnormal, (provide details):

Réalisé, Résultat anormal (fournir des détails)",,,,,,,"[fu_radio_ultra] = '3'",,,,,,
fu_noradio_ultra,ctr_follow_up_form,,checkbox,"If NO, why wasn't the test performed?

Si  NON, pourquoi l'examen n'a-t-il  pas été réalisé?","cost, 1 Too expensive / Trop cher | system_fail, 2 Communication/ System Failure  /  Défaillances dans la communication/du système | no_equipment, 3 Equipment not available, specify:  /  Manque de materiel, précisez : | equip_broken, 4 Equipment broken, specify:  /  Matériel défectueux, précisez : | no_specialist, 5 Specialist unavailable  /  Spécialiste indisponible | pref, 6  Patient preference  /  Préférence du patient | other, 98 Other, specify:  /  Autre raison (précisez):",,,,,,"[fu_radio_ultra] = '0'",,,,,,
fu_noradio_ultra_equipna,ctr_follow_up_form,,text,"If equipment not available, please specify:

Si manque de matériel, veuillez précisez:",,,,,,,[fu_noradio_ultra(no_equipment)]='1',,,,,,
fu_noradio_ultra_equipbroken,ctr_follow_up_form,,text,"If equipment was broken, please specify:

Si matériel défectueux, veuillez précisez:",,,,,,,[fu_noradio_ultra(equip_broken)]='1',,,,,,
fu_noradio_ultra_other,ctr_follow_up_form,,text,"Other, specify:

Autre motif (précisez):",,,,,,,[fu_noradio_ultra(other)]='1',,,,,,
fu_radio_xray,ctr_follow_up_form,,radio,"If recommended, was this X-Ray test performed?

Si prescrit, une Radiographie a-t-elle été réalisé?","0, Not performed / Non Réalisé | 1, Performed, normal result / Réalisé, Résultat normale | 2, Performed, intermediate result /  Réalisé, Résultat intermédiare | 3, Performed, abnormal result (provide details) /  Réalisé, Résultat anormale | 99, Unknown/ Inconnu",,,,,,"[fu_radiology(xray)] = '1'",,,,,,
fu_radio_xray_abnormal,ctr_follow_up_form,,text,"Performed and result abnormal (provide details)

Réalisé, Résultat anormal (fournir des détails)",,,,,,,"[fu_radio_xray] = '3'",,,,,,
fu_noradio_xray,ctr_follow_up_form,,checkbox,"If NO, why wasn't the test performed?

Si  NON, pourquoi l'examen n'a-t-il  pas été réalisé?","cost, 1 Too expensive  /  Trop cher | system_fail, 2 Communication/ System Failure  /  Défaillances dans la communication/du système | no_equipment, 3 Equipment not available, specify:  /  Manque de materiel, précisez : | equip_broken, 4  Equipment broken, specify:  /  Matériel défectueux, précisez : | no_specialist, 5 Specialist unavailable  /  Spécialiste indisponible | pref, 6  Patient preference  /  Préférence du patient | other, 98 Other, specify:  /  Autre raison (précisez):",,,,,,"[fu_radio_xray] = '0'",,,,,,
fu_noradio_xray_equipna,ctr_follow_up_form,,text,"If equipment not available, please specify:

Si manque de matériel, veuillez précisez:",,,,,,,[fu_noradio_xray(no_equipment)]='1',,,,,,
fu_noradio_xray_equipbroken,ctr_follow_up_form,,text,"If equipment was broken, please specify:

Si matériel défectueux, veuillez précisez:",,,,,,,[fu_noradio_xray(equip_broken)]='1',,,,,,
fu_noradio_xray_other,ctr_follow_up_form,,text,"Other, specify:

Autre motif (précisez):",,,,,,,[fu_noradio_xray(other)]='1',,,,,,
fu_radio_ct,ctr_follow_up_form,,radio,"If recommended, was this CT Scan test performed?

Si prescrit, ce Scanner a-t-il été réalisé?","0, Not performed / Non Réalisé | 1, Performed, normal result / Réalisé, Résultat normale | 2, Performed, intermediate result /  Réalisé, Résultat intermédiare | 3, Performed, abnormal result (provide details) /  Réalisé, Résultat anormale | 99, Unknown/ Inconnu",,,,,,"[fu_radiology(ct)] = '1'",,,,,,
fu_radio_ct_abnormal,ctr_follow_up_form,,text,"Performed, result abnormal (provide details)

Réalisé, Résultat anormal (fournir des détails)",,,,,,,"[fu_radio_ct] = '3'",,,,,,
fu_noradio_ct,ctr_follow_up_form,,checkbox,"If NO, why wasn't the test performed?

Si  NON, pourquoi l'examen n'a-t-il  pas été réalisé?","cost, 1 Too expensive  /  Trop cher | system_fail, 2 Communication/ System Failure  /  Défaillances dans la communication/du système | no_equipment, 3 Equipment not available, specify:  /  Manque de materiel, précisez : | equip_broken, 4  Equipment broken, specify:  /  Matériel défectueux, précisez : | no_specialist, 5 Specialist unavailable  /  Spécialiste indisponible | pref, 6 Patient preference  /  Préférence du patient | other, 98  Other, specify:  /  Autre raison (précisez):",,,,,,"[fu_radio_ct] = '0'",,,,,,
